name,cuisines,aggregate_rating,rating_text,votes,currency,average_cost_for_two,price_range,locality,city,latitude,longitude,has_online_delivery,is_delivering_now,has_table_booking
Tonic,"Finger Food, Tapas",4.0,Very Good,35,R,0,1,Linden,Randburg,-26.1408360875,27.9915467205,0,0,0
The National,American,4.1,Very Good,259,R,515,4,Parktown North,Johannesburg,-26.1440716000,28.0251930000,0,0,1
Bolton Road Collection,"European, Contemporary",4.2,Very Good,381,R,400,4,Rosebank,Johannesburg,-26.1489620000,28.0347440000,0,0,0
The Countess,"Burger, Juices, American, Finger Food, Grill",4.2,Very Good,306,R,380,4,"27 Boxes, Melville, ",Johannesburg,-26.1756163473,28.0074203387,0,0,0
Backyard Pop Up Bar,American,0,Not rated,2,R,200,3,Bramley,Johannesburg,-26.1260350000,28.0813010000,0,0,0
Observatory Golf Club Restaurant/Bar,"Finger Food, Fast Food",0,Not rated,1,R,110,2,Buccleuch,Johannesburg,-26.1786350000,28.0788160000,0,0,0
Brass Bar on 85,Contemporary,0,Not rated,2,R,260,3,Marshalltown,Inner City,-26.2055950000,28.0407180000,0,0,0
The City Bar and Grill,"Contemporary, Finger Food",0,Not rated,2,R,150,2,"Maboneng Precinct, City & Suburban ",Inner City,-26.2035470000,28.0592920000,0,0,0
Firemans Tavern,Finger Food,0,Not rated,3,R,300,4,Kempton Park,East Rand,-26.0929080000,28.1539610000,0,0,0
The Club House Bar and Grill,Grill,0,Not rated,2,R,250,3,Alberton,Johannesburg South,-26.2755980000,28.1355450000,0,0,0
The Green Craft Bar,"Italian, Finger Food",0,Not rated,3,R,270,3,Glenvista,Johannesburg South,0.0000000000,0.0000000000,0,0,0
Capri Kitchen & Bar,Italian,0,Not rated,2,R,300,4,Greenside,Johannesburg,-26.1463600000,28.0102400000,0,0,0
Gem Bar & Grill,Grill,0,Not rated,3,R,150,2,Germiston,East Rand,-26.2417580000,28.1759750000,0,0,0
Valley Tavern,Drinks Only,0,Not rated,2,R,200,3,Vorna Valley,Midrand,-26.0017110000,28.1134830000,0,0,0
The Horse and River,Grill,0,Not rated,2,R,230,3,Bassonia,Johannesburg South,0.0000000000,0.0000000000,0,0,0
Rosebank Bowling Club,South African,0,Not rated,2,R,250,3,Dunkeld,Sandton,-26.1342310000,28.0340870000,0,0,0
Bubbly Bar Champagne Lounge,"European, Finger Food",0,Not rated,2,R,360,4,Greenside,Johannesburg,-26.1467430000,28.0110960000,0,0,0
Ophirton Hotel,"British, Finger Food",0,Not rated,2,R,240,3,Ormonde,Johannesburg South,-26.2244250000,28.0296400000,0,0,0
Shooters Pool Hall,Pizza,0,Not rated,2,R,160,2,Horizon View,Roodepoort,-26.1395230000,27.8672470000,0,0,0
Motswako Pot,African,0,Not rated,3,R,150,2,Muldersdrift,West Rand,-26.0543220000,27.9068090000,0,0,0
Phoenix Bar,American,0,Not rated,1,R,0,1,Ferndale,Randburg,-26.0873090000,27.9984600000,0,0,0
Dros,"Portuguese, Italian, American, Pizza",2.3,Poor,35,R,300,4,"Carlswald Lifestyle Centre, Carlswald",Midrand,-25.9791490000,28.1162850000,0,0,0
The Brazen Head,Irish,2.3,Poor,25,R,330,4,Sandown,Sandton,-26.1010520000,28.0693700000,0,0,0
Jolly Cool,Finger Food,2.4,Poor,103,R,200,3,Parkhurst,Johannesburg,-26.1430000000,28.0168333333,0,0,0
Green & Gold,"South African, British, Finger Food, Fish and Chips, Burger, Hot Pot, Pub Food",2.5,Average,50,R,250,3,Weltevreden Park,Roodepoort,-26.1492500000,27.9259310000,0,0,0
The Beer Co.,Contemporary,2.6,Average,33,R,250,3,Germiston,East Rand,-26.2414167367,28.1578845531,0,0,0
Molly Malone's,"Irish, Burger, Grill",2.7,Average,118,R,250,3,Fourways,Sandton,-26.0201680000,28.0143610000,0,0,0
The Colony Arms,"European, British",2.7,Average,52,R,200,3,"The Colony Shopping Centre, Craighall",Johannesburg,-26.1221666667,28.0295000000,0,0,0
Off the Grid,"Finger Food, Steak",2.7,Average,25,R,260,3,Paulshof,Sandton,-26.0355115311,28.0516385660,0,0,0
Scrooge,Finger Food,2.7,Average,21,R,50,1,Greenside,Johannesburg,-26.1464090000,28.0099790000,0,0,0
Stones Melville,Drinks Only,2.7,Average,10,R,250,3,Melville,Johannesburg,-26.1764300000,28.0086800000,0,0,0
The Lemon Tree Car Wash & Pub,Cafe,2.7,Average,7,R,100,2,Linden,Randburg,-26.1218333333,27.9890000000,0,0,0
Billy the Bum's,Finger Food,2.7,Average,79,R,250,3,"Pineslopes Shopping Centre, Fourways",Sandton,-26.0220000000,28.0155000000,0,0,0
The Pig & Wiggill,Portuguese,2.8,Average,8,R,200,3,Randpark Ridge,Randburg,-26.1021230000,27.9613120000,0,0,0
Steamers Pub & Grill,Grill,2.8,Average,10,R,150,2,Northcliff,Johannesburg,-26.1366666667,27.9543333333,0,0,0
Brigadoon's Pub and Restaurant,Finger Food,2.8,Average,4,R,180,2,Benoni,East Rand,-26.1643720000,28.2983490000,0,0,0
Murphy's Pub & Grill,Grill,2.9,Average,21,R,220,3,Germiston,East Rand,-26.2501220000,28.1840880000,0,0,0
Street Cafe,"Italian, Pizza",2.9,Average,6,R,180,2,Edenvale,East Rand,-26.1321990000,28.1481280000,0,0,0
Crew Room Lounge,"Grill, Pizza",2.9,Average,7,R,150,2,Kempton Park,East Rand,-26.1200260000,28.2587650000,0,0,0
O'Hagans Irish Pub,Irish,2.9,Average,4,R,0,1,"Value Fair Shopping Center, Halway House",Midrand,-26.0014803680,28.1256725639,0,0,0
Bubba J's,"Pizza, European",2.9,Average,4,R,150,2,"Summerfield Shopping Centre, Atlasville, East Rand",East Rand,-26.1599530000,28.2798420000,0,0,0
The Joker,Contemporary,2.9,Average,3,R,220,3,"Wilrogate Centre, Ontdekker",Roodepoort,-26.1268880000,27.8470430000,0,0,0
The Cup and Shield Sports Bar,Finger Food,2.9,Average,1,R,200,3,Boksburg,East Rand,-26.2603100000,28.2950240000,0,0,0
Two Sister's Pub,Beverages,2.9,Average,4,R,80,1,Edenvale,East Rand,-26.1343530000,28.1496120000,0,0,0
Keg and Crow,"Finger Food, Burger, Grill",3.0,Average,42,R,380,4,"Key West Shopping Centre, Bedfordview",East Rand,-26.1820000000,28.1355000000,0,0,0
Heroes Pub & Grill,"Finger Food, Grill",3.0,Average,3,R,125,2,Krugersdorp,West Rand,-26.1185750000,27.8179116667,0,0,0
Old No 7 Diner,British,3.1,Average,3,R,150,2,Edenvale,East Rand,-26.1306510000,28.1473320000,0,0,0
Let's Brew,"Burger, Finger Food",3.0,Average,5,R,200,3,"Lonehill Shopping Centre, Lonehill",Sandton,-26.0137800000,28.0251210000,0,0,0
Westwood Arms,"Steak, Seafood",3.1,Average,13,R,350,4,Krugersdorp,West Rand,-26.1096583333,27.8039250000,0,0,0
Villa Funchal,Portuguese,3.1,Average,19,R,250,3,Benoni,East Rand,-26.1996150000,28.3201040000,0,0,0
Navio's Cellar Restaurant,Portuguese,3.1,Average,15,R,240,3,Rosettenville,Johannesburg South,-26.2576950000,28.0680430000,0,0,0
Winstons On Smit,"European, Grill",3.1,Average,19,R,250,3,Randpark,Randburg,-26.1299900000,27.9444820000,0,0,0
Cheerleaders,"Grill, Pizza",3.1,Average,7,R,300,4,Rivonia,Sandton,-26.0276666398,28.0295056477,0,0,0
Fashion Society,Finger Food,3.1,Average,2,R,200,3,Norwood,Johannesburg,-26.1594830000,28.0759890000,0,0,0
Big Dog Pub and Grill,"Grill, American",3.1,Average,2,R,230,3,"Lakeside Mall, Benoni",East Rand,-26.1855000000,28.3138333333,0,0,0
Tonino's Pub & Pizza,"Steak, Portuguese, Pizza",3.2,Average,27,R,300,4,Norwood,Johannesburg,-26.1562570000,28.0864130000,0,0,0
Die Kneipe,German,3.2,Average,26,R,220,3,Kensington,Inner City,-26.1888333333,28.1080000000,0,0,0
The Gathering o' the Clans,"British, Burger",3.2,Average,27,R,120,2,"Pick n Pay Centre, Douglasdale",Sandton,-26.0395000000,27.9936666667,0,0,0
Bru'House & Diner,"South African, Burger, Finger Food",3.2,Average,13,R,160,2,Krugersdorp,West Rand,-26.0192420000,27.7190420000,0,0,0
Country Pub,"Finger Food, Burger, Grill",3.2,Average,6,R,380,4,Kyalami,Midrand,-25.9861004547,28.0654267967,0,0,0
Buzz 9,"Mexican, Continental, Italian",3.2,Average,14,R,120,2,Melville,Johannesburg,-26.1764840000,28.0087990000,0,0,0
The Brazen Head,Irish,3.2,Average,12,R,330,4,Boksburg,East Rand,-26.2469200000,28.2784550000,0,0,0
Grid And Grill Pub,"Grill, Burger",3.2,Average,11,R,200,3,Benoni,East Rand,-26.1588640000,28.3326210000,0,0,0
Bells Inn Sports Bar,"Burger, Pizza, Grill",3.2,Average,7,R,150,2,Glenvista,Johannesburg South,-26.3257236646,28.0340379104,0,0,0
Saints,Finger Food,3.2,Average,5,R,200,3,"Summerfield Shopping Centre, Atlasville, East Rand",East Rand,-26.1603333333,28.2800000000,0,0,0
Matey's,Finger Food,3.2,Average,2,R,200,3,"Ridge Terrace Shopping Centre, Weltevreden Park, Roodepoort",Roodepoort,-26.1140000000,27.9475000000,0,0,0
Grand Slam Sports Diner,Portuguese,3.3,Average,90,R,300,4,"Dowerglen Plaza, Edenvale",East Rand,-26.1443333333,28.1380000000,0,0,0
McGinty's,Irish,3.3,Average,38,R,200,3,"The Brightwater Commons, Ferndale",Randburg,-26.1030000000,27.9915000000,0,0,0
The Old Rose,British,3.3,Average,29,R,200,3,"Petervale Centre, Bryanston",Sandton,-26.0436666667,28.0495000000,0,0,0
Ferreira's Sports Bar,"Portuguese, Pizza",3.3,Average,19,R,300,4,Boksburg,East Rand,-26.1913333333,28.2410000000,0,0,0
Jerry's,Burger,3.3,Average,12,R,200,3,Greenside,Johannesburg,-26.1530743000,28.0156811000,0,0,0
The Green Craft Bar,Burger,3.3,Average,10,R,270,3,Kempton Park,East Rand,-26.1006940000,28.1600310000,0,0,0
Kwa Lichaba,"South African, Grill",3.3,Average,12,R,200,3,Orlando West,Soweto,-26.2389000000,27.9115440000,0,0,0
Uncle Jim's Pub & Grill,"Grill, Burger",3.3,Average,10,R,150,2,Strubens Valley,Roodepoort,-26.1370650738,27.9102750868,0,0,0
The Brazen Head,Irish,3.4,Average,63,R,330,4,"The Leaping Frog Shopping Centre, Fourways, Sandton",Sandton,-26.0091666667,28.0123333333,0,0,0
Hooters,American,3.4,Average,32,R,300,4,Ruimsig,Roodepoort,-26.0941354671,27.8693154082,0,0,0
Jerry's,"Burger, American",3.4,Average,18,R,250,3,Illovo,Sandton,-26.1292717000,28.0498210000,0,0,0
Berlin Pub & Restaurant,"German, Contemporary, Pizza, Beverages, Burger, Desserts, Finger Food, Grill",3.4,Average,21,R,300,4,Ruimsig,Roodepoort,-26.0684660000,27.8423690000,0,0,0
The Green Craft Bar,Burger,3.4,Average,22,R,270,3,Benoni,East Rand,-26.1725380000,28.3411750000,0,0,0
The Brazen Head,Irish,3.4,Average,27,R,330,4,Edenvale,East Rand,-26.1265380000,28.1650390000,0,0,0
Barrels and Bottles,"European, Grill",3.4,Average,15,R,200,3,Bryanston,Sandton,-26.0736666667,28.0130000000,0,0,0
Cafe 141,"Finger Food, South African",3.4,Average,17,R,150,2,Kensington,Inner City,-26.1883333333,28.1078333333,0,0,0
McGinty's,Irish,3.4,Average,16,R,200,3,"Northmead Square, Benoni",East Rand,-26.1628270000,28.3225850000,0,0,0
The Barrel Pub & Grill,Grill,3.3,Average,7,R,200,3,Boskruin,Randburg,-26.0879960000,27.9618400000,0,0,0
Keg and Filly,"Finger Food, Burger, Grill",3.5,Good,57,R,380,4,Sunninghill,Sandton,-26.0349260000,28.0607130000,0,0,0
Craft Beer Library,"Burger, South African",3.5,Good,49,R,200,3,Linden,Randburg,-26.1364170000,27.9938170000,0,0,0
Kitcheners,Finger Food,3.5,Good,85,R,0,1,Braamfontein,Inner City,-26.1945430409,28.0347201973,0,0,0
Keg and Beagle,"Finger Food, Burger, Grill",3.5,Good,38,R,380,4,"Linksfield Terrace, Linksfield",Johannesburg,-26.1483333333,28.1290000000,0,0,0
Grapes Pub & Restaurant,Contemporary,3.5,Good,20,R,200,3,Benoni,East Rand,-26.1912510000,28.3033160000,0,0,0
Mad Giant,Finger Food,3.5,Good,10,R,150,2,Marshalltown,Inner City,-26.2072066056,28.0316940250,0,0,0
The Jolly Roger,"Pizza, Mediterranean",3.6,Good,312,R,250,3,Parkhurst,Johannesburg,-26.1428720000,28.0168430000,0,0,0
Hogshead,"Burger, South African, Grill, Steak",3.6,Good,238,R,250,3,Illovo,Sandton,-26.1306080000,28.0493450000,0,0,0
Hogshead,"Burger, South African, Grill, Steak",3.6,Good,216,R,250,3,"Douglasdale Village Shopping Centre, Douglasdale",Sandton,-26.0401666667,27.9940000000,0,0,0
Hogshead,"Burger, Grill",3.6,Good,137,R,250,3,"Rock Cottage, Weltevreden Park, Roodeport",Roodepoort,-26.1041666667,27.9261666667,0,0,0
Chaf Pozi,African,3.6,Good,48,R,250,3,Orlando West,Soweto,-26.2419940000,27.9278230000,0,0,0
Chariots Bar,"Steak, Burger, Pizza",3.6,Good,27,R,250,3,"Wanderer's Club, Sandton",Sandton,-26.1349963394,28.0531657487,0,0,0
Beefcakes Burger Bar,"Burger, Finger Food",3.7,Good,190,R,300,4,"Illovo Muse Centre, Illovo",Sandton,-26.1305000000,28.0501666667,0,0,0
The Radium Beerhall,"Mediterranean, Seafood",3.8,Good,121,R,320,4,Norwood,Johannesburg,-26.1626320000,28.0841020000,0,0,0
Hudsons,"Burger, Finger Food, Pizza",3.9,Good,1010,R,350,4,Parkhurst,Johannesburg,-26.1373910000,28.0180220000,0,0,0
Stanley Beer Yard,Grill,3.9,Good,208,R,200,3,"44 Stanley, Milpark",Inner City,-26.1854470000,28.0188740000,0,0,0
Thundergun Steakhouse,Steak,4.2,Very Good,429,R,350,4,Blackheath,Johannesburg,-26.1361870000,27.9753890000,0,0,0
Bafokeng Corner,Finger Food,0,Not rated,3,R,200,3,Jabulani,Soweto,-26.2667070000,27.8553180000,0,0,0
Our place,"Finger Food, Drinks Only",0,Not rated,1,R,0,1,Edenvale,East Rand,-26.1307898298,28.1781570241,0,0,0
The Circle Pub & Grill,Grill,0,Not rated,3,R,150,2,Germiston,East Rand,-26.2310810000,28.1753080000,0,0,0
The Green Craft Bar,"Italian, Finger Food",0,Not rated,3,R,270,3,Glenvista,Johannesburg South,0.0000000000,0.0000000000,0,0,0
Red Baron,"American, South African",0,Not rated,3,R,250,3,North Riding,Randburg,-26.0323170000,27.9465470000,0,0,0
Gold Diggers Pub & Grill,South African,0,Not rated,2,R,250,3,Wynberg,Johannesburg,-26.1054700000,28.0804690000,0,0,0
The Tribe Pub & Grill,Portuguese,0,Not rated,1,R,250,3,Kensington,Inner City,0.0000000000,0.0000000000,0,0,0
Ball and All Pub & Sports Facilities,"South African, Contemporary",0,Not rated,1,R,200,3,Krugersdorp,West Rand,-25.9983580000,27.9193700000,0,0,0
Tudor Pub and Grill,Contemporary,0,Not rated,3,R,180,2,Brackendowns,Johannesburg South,-26.3100690000,28.1074820000,0,0,0
Ditsaleng,Finger Food,0,Not rated,1,R,0,1,Orlando West,Soweto,-26.2903910000,27.8542500000,0,0,0
Sunset on Doreen,"Contemporary, Pizza",0,Not rated,2,R,250,3,Ruimsig,Roodepoort,-26.0744410000,27.8851980000,0,0,0
Bush Whackers,"Finger Food, Pizza",0,Not rated,2,R,200,3,Krugersdorp,West Rand,-26.0862860000,27.7948250000,0,0,0
The Croc Pub,"Finger Food, Pizza",0,Not rated,2,R,300,4,Kyalami,Midrand,-25.9678800000,28.0796370000,0,0,0
Silverado Pub & Grill,"Portuguese, Steak, Pizza",0,Not rated,1,R,350,4,Boksburg,East Rand,-26.1789650000,28.2313350000,0,0,0
The Don Buildings Restaurant & Bar,Continental,0,Not rated,1,R,150,2,Kensington,Inner City,-26.2022730000,28.0718390000,0,0,0
Art in a Glass,German,0,Not rated,2,R,300,4,Kyalami,Midrand,-25.9613223123,28.0279147625,0,0,0
New South Pub,"South African, African",0,Not rated,1,R,150,2,Alberton,Johannesburg South,-26.3232170000,28.0097780000,0,0,0
Goodies Sports Bar,"Finger Food, Pizza",0,Not rated,2,R,80,1,Kempton Park,East Rand,-26.0666230000,28.2414410000,0,0,0
Sundowners Pub & Grill,Contemporary,0,Not rated,2,R,200,3,Springs,East Rand,-26.2141220000,28.4147980000,0,0,0
Cascata Pub & Grill,"Drinks Only, Finger Food",0,Not rated,2,R,150,2,Germiston,East Rand,-26.2376480000,28.1752720000,0,0,0
The Il Ritrovo Lounge And Bar - The Michelangelo Hotel,"Italian, Continental, European",2.6,Average,23,R,700,4,"The Michelangelo Hotel, Sandown, Sandton",Sandton,-26.1065970000,28.0555210000,0,0,0
Vuyos,South African,2.7,Average,12,R,300,4,Orlando West,Soweto,-26.2389030000,27.9097790000,0,0,0
The Capital Empire,"European, American",3.1,Average,6,R,450,4,Sandown,Sandton,-26.1128650000,28.0512360000,0,0,0
Lotus Teppanyaki & Sushi Bar - Hilton Hotel,"Japanese, Sushi",3.1,Average,8,R,500,4,"Hilton Hotel, Sandown",Sandton,-26.1017470000,28.0595860000,0,0,0
Deli'cious,Contemporary,3.1,Average,6,R,300,4,"Toadbury Hall, Krugersdorp",West Rand,-25.9489940000,27.8795230000,0,0,0
Velvet - Holiday Inn,Mediterranean,3.1,Average,2,R,600,4,Rosebank,Johannesburg,-26.1445070000,28.0437100000,0,0,0
Lords Cigar Bar - Protea Hotel Balalaika Sandton,"British, Beverages",3.1,Average,3,R,300,4,"Protea Hotel Balalaika, Sandown",Sandton,-26.1036650000,28.0582190000,0,0,0
Breakfast Room - The Airport Grand Hotel & Conference Centre,"European, British",3.1,Average,0,R,420,4,"The Airport Grand Hotel & Conference Centre, Boksburg, East Rand",East Rand,-26.1777730000,28.2439990000,0,0,0
Chiefs Boma - Indaba Hotel and Conference Centre,"African, Beverages, Desserts, Grill, South African",3.2,Average,44,R,500,4,Fourways,Sandton,-26.0014950000,28.0126290000,0,0,0
Rambling Vine Restaurant,"European, Contemporary",3.2,Average,14,R,450,4,"Mount Grace House House, Magaliesburg",West Rand,-25.9821480000,27.5542790000,0,0,0
10 2nd Avenue Houghton Estate,Continental,3.2,Average,6,R,500,4,Houghton Estate,Johannesburg,-26.1675560000,28.0594190000,0,0,0
THE Restaurant - The Winston Hotel,"African, European, Mediterranean",2.9,Average,11,R,450,4,"The Winston Hotel, Melrose, Sandton",Sandton,-26.1481570000,28.0465020000,0,0,0
Sphere Monk,"South African, Finger Food",3.2,Average,5,R,300,4,City and Suburban,Inner City,-26.2032300000,28.0603100000,0,0,0
The Bridge Bistro,"French, Greek, Mediterranean",3.2,Average,5,R,200,3,Magaliesburg,West Rand,-25.9536520000,27.5408900000,0,0,0
The Lobby Lounge- The Hyatt Regency,Continental,3.2,Average,6,R,450,4,Rosebank,Johannesburg,-26.1433700000,28.0433050000,0,0,0
Oriana - Peermont Mondior,"European, American",3.2,Average,1,R,400,4,"Emperors Palace, Kempton Park",East Rand,-26.1476680000,28.2213010000,0,0,0
Milner's Restaurant - Sunnyside Park Hotel,"Seafood, Grill, Italian, Moroccan",3.2,Average,2,R,500,4,"Sunnyside Park Hotel, Parktown",Johannesburg,-26.1786830000,28.0472370000,0,0,0
Butcher Block - Mall of The South,"Grill, Steak",3.3,Average,36,R,400,4,"Mall of the South, Meyersdal",Johannesburg South,-26.3149860000,28.0609760000,0,0,0
Cube - Tasting Kitchen,"European, Contemporary",3.3,Average,11,R,1600,4,"Bryanston Shopping Centre, Bryanston",Sandton,0.0000000000,0.0000000000,0,0,0
The Conservatory,"French, Mediterranean",3.3,Average,5,R,0,1,Magaliesburg,West Rand,0.0000000000,0.0000000000,0,0,0
The View - The View Boutique Hotel,Contemporary,3.3,Average,9,R,500,4,Melville,Johannesburg,-26.1782429000,28.0010808000,0,0,0
The Elm Tree - The Syrene Hotel,"Continental, European",3.3,Average,7,R,680,4,Rivonia,Sandton,-26.0529910000,28.0617480000,0,0,0
Twist - Faircity Mapungubwe Hotel,"Asian, African, Continental",3.3,Average,12,R,400,4,Marshalltown,Inner City,-26.2080650000,28.0368350000,0,0,0
Idwala Boutique Hotel,Contemporary,3.3,Average,7,R,600,4,Cresta,Randburg,-26.1273060000,27.9854000000,0,0,0
Pound & Penny - Sunnyside Park Hotel,Finger Food,3.3,Average,11,R,300,4,"Sunnyside Park Hotel, Parktown",Johannesburg,-26.1786830000,28.0472370000,0,0,0
The Monarch Hotel,African,3.3,Average,7,R,600,4,Rosebank,Johannesburg,-26.1467220000,28.0441130000,0,0,0
The Residence Restaurant- The Residence Boutique,Continental,3.3,Average,12,R,500,4,Houghton Estate,Johannesburg,-26.1645740000,28.0593580000,0,0,0
Back O' The Moon,Mediterranean,3.4,Average,72,R,450,4,"Gold Reef City, Ormonde",Johannesburg South,-26.2381750000,28.0131760000,0,0,0
Emoyeni,Contemporary,3.4,Average,18,R,549,4,Parktown,Johannesburg,-26.1774270000,28.0407970000,0,0,0
Turn 'n Tender,Steak,3.5,Good,51,R,350,4,Ruimsig,Roodepoort,-26.1101060472,27.8849671036,0,0,0
Vivace Restaurant - Radisson Blu Hotel,Italian,3.5,Good,34,R,700,4,"Radisson Blu Hotel, Sandown, Sandton",Sandton,-26.1078690000,28.0588190000,0,0,0
Summer Place,Contemporary,3.5,Good,13,R,700,4,Hyde Park,Sandton,-26.1216730000,28.0466350000,0,0,0
The Meat Company,"Grill, Steak, American",3.6,Good,265,R,400,4,"Montecasino, Fourways",Sandton,-26.0247070000,28.0139460000,0,0,0
Central One Restaurant & Bar - Radisson Blu Gautrain Hotel,"American, European",3.6,Good,93,R,400,4,"Radisson Blu Gautrain Hotel, Sandown",Sandton,-26.1078770000,28.0588220000,0,0,0
Butcher Block Executive Grill - Crowne Plaza,"Grill, Steak",3.6,Good,77,R,400,4,"Crowne Plaza Johannesburg The Rosebank, Rosebank",Johannesburg,-26.1454340000,28.0391990000,0,0,0
NCW Restaurant,"Contemporary, International",3.6,Good,15,R,0,1,Melville,Johannesburg,-26.1724036254,28.0004838409,0,0,0
Gentleman's Arthouse,Contemporary,3.6,Good,22,R,250,3,Newtown,Inner City,-26.2002790000,28.0307400000,0,0,0
Lacuna Bistro - The Maslow Hotel,"Continental, Italian, American",3.7,Good,116,R,680,4,"The Maslow Hotel, Sandown, Sandton",Sandton,-26.0991150000,28.0592250000,0,0,0
L'Opulence,Tapas,3.7,Good,52,R,300,4,"Nelson Mandela Square, Sandown",Sandton,-26.1061380000,28.0552720000,0,0,0
Quills Restaurant & Bar - Intercontinental Hotel,African,3.7,Good,19,R,600,4,Kempton Park,East Rand,-26.1331940000,28.2307010000,0,0,0
Protea Hotel Fire & Ice! Melrose Arch Restaurant,"Continental, Grill, American",3.8,Good,255,R,480,4,"Melrose Arch, Melrose ",Sandton,-26.1323800000,28.0671920000,0,0,0
Browns,European,3.8,Good,191,R,450,4,Lonehill,Sandton,-26.0019290000,28.0223390000,0,0,0
The Atrium - Intercontinental Hotel Johannesburg Sandton Towers,"Continental, American",3.8,Good,46,R,720,4,Sandown,Sandton,-26.1068920000,28.0522370000,0,0,0
Punchinello's Restaurant - Southern Sun Montecasino,Mediterranean,3.8,Good,70,R,450,4,"Montecasino, Fourways",Sandton,-26.0268318088,28.0144001171,0,0,0
Parc Ferme,"French, Asian, European, Contemporary",3.8,Good,63,R,500,4,Sandown,Sandton,-26.1064710000,28.0537620000,0,0,0
Turn 'n Tender,Steak,3.8,Good,53,R,350,4,"Waterfall Corner Mall, Midrand",Midrand,-26.0200020000,28.0895150000,0,0,0
Am.Biance - The Marion on Nicol Boutique Hotel,"Continental, European",3.8,Good,39,R,450,4,Craighall,Johannesburg,-26.1062210000,28.0306230000,0,0,0
The Butcher Shop & Grill,Grill,3.9,Good,433,R,400,4,"Nelson Mandela Square, Sandown",Sandton,-26.1073333333,28.0548333333,0,0,0
Luce Ristorante,Italian,3.9,Good,161,R,450,4,Hyde Park,Sandton,-26.1250000000,28.0333333333,0,0,0
The Medeo Restaurant - The Palazzo,Mediterranean,4.0,Very Good,112,R,450,4,"Montecasino, Fourways",Sandton,-26.0250680000,28.0103920000,0,0,0
Villa Bianca,"Mediterranean, Italian, Seafood, Pizza",4.0,Very Good,174,R,450,4,"Villa Bianca Centre, Kempton Park",East Rand,-26.1344840000,28.1965450000,0,0,0
The Terrace Restaurant - Fairlawns Boutique Hotel & Spa,"European, Continental",4.0,Very Good,77,R,450,4,"Fairlawns Boutique Hotel & Spa, Morningside, Sandton",Sandton,-26.0796110000,28.0747920000,0,0,0
Buitengeluk,"Continental, Beverages, Desserts, Grill, Italian, Seafood, Steak",4.0,Very Good,132,R,300,4,"Broadacres Shopping Centre, Fourways",Sandton,-26.0009690000,27.9850100000,0,0,0
Kong,"Thai, Vietnamese, Japanese, Asian",4.1,Very Good,542,R,380,4,"Cedar Square, Fourways, Sandton",Sandton,-26.0185120000,28.0009320000,0,0,0
La Cucina Di Ciro,"Italian, Mediterranean, Desserts",4.1,Very Good,279,R,500,4,Parktown North,Johannesburg,-26.1445500000,28.0299420000,0,0,0
Pigalle,Portuguese,4.1,Very Good,154,R,500,4,"Village View Shopping Center, Bedfordview",East Rand,-26.1828333333,28.1355000000,0,0,0
Les Delices de France,French,4.1,Very Good,135,R,400,4,Florida North,Roodepoort,-26.1676920000,27.9338440000,0,0,0
Aurelia's Restaurant - Peermont D'oreale Grande,"African, European, Continental",4.1,Very Good,76,R,500,4,"Emperors Palace, Kempton Park",East Rand,-26.1465900000,28.2222170000,0,0,0
March Restaurant - African Pride Melrose Arch Hotel,"European, Grill",4.1,Very Good,77,R,550,4,"African Pride Hotel, Melrose Arch",Sandton,-26.1335439815,28.0679106326,0,0,0
Bellgables,African,4.0,Very Good,107,R,560,4,Muldersdrift,West Rand,-25.9655380000,27.8563490000,0,0,0
Trumps Grillhouse & Butchery,"Grill, Steak",4.2,Very Good,239,R,450,4,"Nelson Mandela Square, Sandown",Sandton,-26.1076666667,28.0548333333,0,0,0
Bellagio,"Contemporary, Seafood, Continental",4.2,Very Good,344,R,450,4,Illovo,Sandton,-26.1314454231,28.0490465462,0,0,0
OneNineOne - Hyatt Regency,"Grill, Seafood, South African",4.2,Very Good,71,R,620,4,Rosebank,Johannesburg,-26.1432070000,28.0434020000,0,0,0
Maximillien Restaurant,"Contemporary, French",4.2,Very Good,90,R,480,4,"Nelson Mandela Square, Sandown",Sandton,-26.1073210000,28.0531510000,0,0,0
"View Restaurant at Four Seasons Hotel, The Westcliff",Contemporary,4.2,Very Good,75,R,2100,4,"The Four Seasons, Rosebank ",Johannesburg,-26.1710700000,28.0319870000,0,0,0
Pigalle,Portuguese,4.4,Very Good,288,R,450,4,"Michelangelo Towers Mall, Sandown",Sandton,-26.1063333333,28.0540000000,0,0,0
Casalinga Ristorante,Italian,4.3,Very Good,326,R,450,4,Muldersdrift,West Rand,-26.0446680000,27.8714940000,0,0,0
Clico Restaurant - Clico Boutique Hotel,Contemporary,4.3,Very Good,109,R,910,4,Rosebank,Johannesburg,-26.1427160000,28.0380260000,0,0,0
Piccolo Mondo - The Michelangelo Hotel,"Italian, Continental, European",4.3,Very Good,217,R,700,4,"The Michelangelo Hotel, Sandown, Sandton",Sandton,-26.1073333333,28.0548333333,0,0,0
"Qunu - Saxon Hotel, Villas and Spa","African, Contemporary, Grill",4.3,Very Good,149,R,895,4,"Saxon Boutique Hotel, Hyde Park, Sandton",Sandton,-26.1121180000,28.0356070000,0,0,0
Kream,"South African, Contemporary, Sushi, International, African, French",4.4,Very Good,270,R,600,4,"Mall of Africa, Midrand",Midrand,-26.0166760000,28.1072040000,0,0,0
